Skoleår;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med skriftlig eksamenskarakter >0
2022/23;REA3038;Fysikk 1;SkriftligEksamen;3,61;308;0
2022/23;REA3039;Fysikk 2;SkriftligEksamen;4,33;104;54
2022/23;REA3040;Fysikk 2, muntlig-praktisk;SkriftligEksamen;-;15;0
2022/23;REA3042;Geofag 1;SkriftligEksamen;3,33;53;0
2022/23;REA3043;Geofag 2;SkriftligEksamen;3,78;40;17
2022/23;REA3044;Geofag 2, muntlig-praktisk;SkriftligEksamen;3,50;12;0
2022/23;REA3045;Kjemi 1;SkriftligEksamen;3,71;296;0
2022/23;REA3046;Kjemi 2;SkriftligEksamen;3,29;117;59
2022/23;REA3047;Kjemi 2, muntlig-praktisk;SkriftligEksamen;5,33;18;0
2022/23;REA3048;Informasjonsteknologi 1;SkriftligEksamen;3,25;78;0
2022/23;REA3049;Informasjonsteknologi 2;SkriftligEksamen;3,67;54;15
2022/23;REA3052;Teknologi og forskningslære 1;SkriftligEksamen;2,75;75;0
2022/23;REA3053;Teknologi og forskningslære 2;SkriftligEksamen;4,40;24;24
2022/23;REA3056;Matematikk R1;SkriftligEksamen;3,56;350;125
2022/23;REA3057;Matematikk R1, muntlig;SkriftligEksamen;-;12;0
2022/23;REA3058;Matematikk R2;SkriftligEksamen;3,58;179;91
2022/23;REA3059;Matematikk R2, muntlig;SkriftligEksamen;-;35;0
2022/23;REA3060;Matematikk S1;SkriftligEksamen;3,08;226;70
2022/23;REA3061;Matematikk S1, muntlig;SkriftligEksamen;-;7;0
2022/23;REA3062;Matematikk S2;SkriftligEksamen;4,06;184;99
2022/23;REA3063;Matematikk S2, muntlig;SkriftligEksamen;5,00;18;0
2022/23;REAMO14;Matematikk S1;SkriftligEksamen;-;1;0
2022/23;REAMO16;Matematikk S2;SkriftligEksamen;-;1;0
2022/23;REL1001;Religion og etikk;SkriftligEksamen;-;10;0
2022/23;REL1003;Religion og etikk;SkriftligEksamen;3,56;1 412;0
2022/23;RLF2001;Bransjelære;SkriftligEksamen;-;16;0
2022/23;RLF2002;Sanitærteknikk;SkriftligEksamen;-;16;0
2022/23;RLF2003;Varmeteknikk;SkriftligEksamen;-;16;0
2022/23;RLF2004;Tverrfaglig eksamen rørlegger;SkriftligEksamen;-;16;0
2022/23;RMF1006;Råvare, produksjon og kvalitet;SkriftligEksamen;5,00;77;0
2022/23;RMF1007;Bransje og arbeidsliv;SkriftligEksamen;1,00;77;0
2022/23;SAK1001;Samfunnskunnskap;SkriftligEksamen;3,53;2 742;0
2022/23;SAKH101;Samfunnskunnskap;SkriftligEksamen;-;41;0
2022/23;SAM3042;Historie og filosofi 1;SkriftligEksamen;2,75;56;0
2022/23;SAM3043;Historie og filosofi 2;SkriftligEksamen;3,71;26;15
2022/23;SAM3045;Markedsføring og ledelse 1;SkriftligEksamen;2,74;340;0
2022/23;SAM3046;Markedsføring og ledelse 2;SkriftligEksamen;3,29;237;147
2022/23;SAM3047;Markedsføring og ledelse 2, muntlig;SkriftligEksamen;-;21;0
2022/23;SAM3048;Medie- og informasjonskunnskap 1;SkriftligEksamen;3,75;38;0
2022/23;SAM3049;Medie- og informasjonskunnskap 2;SkriftligEksamen;3,40;15;13
2022/23;SAM3051;Sosialkunnskap;SkriftligEksamen;3,65;190;106
2022/23;SAM3052;Sosialkunnskap, muntlig;SkriftligEksamen;4,50;12;0
2022/23;SAM3053;Samfunnsgeografi;SkriftligEksamen;2,67;103;0
2022/23;SAM3054;Sosiologi og sosialantropologi;SkriftligEksamen;3,11;408;0
2022/23;SAM3055;Politikk og menneskerettigheter;SkriftligEksamen;3,52;160;48
2022/23;SAM3056;Politikk og menneskerettigheter, muntlig;SkriftligEksamen;4,00;26;0
2022/23;SAM3057;Rettslære 1;SkriftligEksamen;3,04;351;0
2022/23;SAM3058;Rettslære 2;SkriftligEksamen;3,48;243;146
2022/23;SAM3059;Rettslære 2, muntlig;SkriftligEksamen;4,17;24;0
2022/23;SAM3060;Samfunnsøkonomi 1;SkriftligEksamen;3,41;177;0
2022/23;SAM3061;Samfunnsøkonomi 2;SkriftligEksamen;3,24;121;70
2022/23;SAM3062;Samfunnsøkonomi 2, muntlig;SkriftligEksamen;3,50;14;0
2022/23;SAM3063;Entreprenørskap og bedriftsutvikling 1;SkriftligEksamen;3,23;263;0
2022/23;SAM3064;Entreprenørskap og bedriftsutvikling 2;SkriftligEksamen;2,83;114;35
2022/23;SAM3065;Entreprenørskap og bedriftsutvikling 2, muntlig-praktisk;SkriftligEksamen;3,50;16;0
2022/23;SAM3068;Økonomistyring;SkriftligEksamen;2,93;89;22
2022/23;SAM3070;Økonomi og ledelse;SkriftligEksamen;4,21;92;25
2022/23;SAM3071;Økonomi og ledelse, muntlig-praktisk;SkriftligEksamen;3,25;25;0
2022/23;SAM3072;Psykologi 1;SkriftligEksamen;3,18;648;0
2022/23;SAM3073;Psykologi 2;SkriftligEksamen;3,64;418;236
2022/23;SAM3074;Psykologi 2, muntlig;SkriftligEksamen;3,75;58;0
2022/23;SAS4033;Samisk som andrespråk, samisk 4, nordsamisk, vg2 studieforberedende utdanningsprogram;SkriftligEksamen;-;2;0
2022/23;SPR3029;Engelsk 1;SkriftligEksamen;3,19;244;88
2022/23;SPR3030;Engelsk 1, muntlig;SkriftligEksamen;2,82;234;0
2022/23;SPR3031;Engelsk 2;SkriftligEksamen;3,29;119;80
2022/23;SPR3032;Engelsk 2, muntlig;SkriftligEksamen;3,14;118;0
2022/23;SPR3033;Kommunikasjon og kultur 1;SkriftligEksamen;2,50;14;0
2022/23;SPR3039;Reiseliv og språk 2;SkriftligEksamen;-;7;3
2022/23;SRL2001;Forretningsdrift;SkriftligEksamen;2,00;88;0
2022/23;SRL2002;Innovasjon og markedsføring;SkriftligEksamen;-;88;0
2022/23;SRL2003;Kultur og kommunikasjon;SkriftligEksamen;3,00;88;0
2022/23;SRL2004;Tverrfaglig eksamen salg og reiseliv;SkriftligEksamen;3,50;81;0
2022/23;SSA1005;Administrasjon og økonomi;SkriftligEksamen;-;2;0
2022/23;SSA1006;Markedsføring og salg;SkriftligEksamen;-;2;0
2022/23;SSA1007;Sikkerhet og transport;SkriftligEksamen;-;2;0
2022/23;SSH2001;Sikkerhet;SkriftligEksamen;-;23;0
2022/23;SSH2002;Administrasjon og bærekraftig drift;SkriftligEksamen;-;23;0
2022/23;SSH2003;Kommunikasjon og yrkesutøvelse;SkriftligEksamen;-;23;0
2022/23;SSH2004;Tverrfaglig eksamen service, sikkerhet og administrasjon;SkriftligEksamen;-;20;0
2022/23;SSR1001;Forretningsdrift;SkriftligEksamen;2,60;183;0
2022/23;SSR1002;Markedsføring og innovasjon;SkriftligEksamen;-;183;0
2022/23;SSR1003;Kultur og samhandling;SkriftligEksamen;3,00;186;0
2022/23;STTPF01;Studietid vg1;SkriftligEksamen;3,47;577;0
2022/23;STTPF02;Studietid vg2;SkriftligEksamen;3,05;492;0
2022/23;STTPF03;Studietid vg3;SkriftligEksamen;3,05;297;0
2022/23;TAN3005;Smittevern, tannanatomi og fysiologi;SkriftligEksamen;-;8;0
2022/23;TAN3006;Kommunikasjon og samhandling;SkriftligEksamen;-;8;0
2022/23;TAN3007;Yrkesliv i tannhelsesekretærfaget;SkriftligEksamen;-;8;0
2022/23;TAN3008;Tverrfaglig eksamen, tannhelsesekretær;SkriftligEksamen;-;8;0
2022/23;TIP1006;Produksjon og tjenester;SkriftligEksamen;2,25;268;0
2022/23;TIP1007;Konstruksjons- og styringsteknikk;SkriftligEksamen;2,67;268;0
2022/23;TIP1008;Produktivitet og kvalitetsstyring;SkriftligEksamen;2,00;268;0
2022/23;TMF2001;Konstruksjoner og klimaskall;SkriftligEksamen;-;80;0
2022/23;TMF2002;Vinduer, dører og innvendig arbeid;SkriftligEksamen;-;80;0
2022/23;TMF2003;Materialegenskaper, varmeisolering og tetting;SkriftligEksamen;-;80;0
2022/23;TMF2004;Tverrfaglig eksamen tømrer;SkriftligEksamen;-;80;0
2022/23;TMF3001;Tømrerfaget;SkriftligEksamen;-;3;0
2022/23;TOL2001;Bransjeteknikk;SkriftligEksamen;-;33;0
2022/23;TOL2002;Transport, logistikk og løfteoperasjoner;SkriftligEksamen;-;33;0
2022/23;TOL2003;Bransjelære;SkriftligEksamen;1,00;33;0
2022/23;TOL2004;Tverrfaglig eksamen transport og logistikk;SkriftligEksamen;-;30;0
2022/23;TRL2001;Bransjeteknikk;SkriftligEksamen;-;2;0
2022/23;TRL2002;Transport og logistikk;SkriftligEksamen;3,00;2;0
2022/23;TRT2004;Tegning og materialvalg;SkriftligEksamen;-;11;0
2022/23;TRT2005;Produksjon;SkriftligEksamen;-;11;0
2022/23;TRT2006;Tverrfaglig eksamen treteknikk;SkriftligEksamen;-;9;0
2022/23;YFF4101;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;53;0
2022/23;YFF4102;Yrkesfaglig fordypning vg1;SkriftligEksamen;3,33;121;0
2022/23;YFF4104;Yrkesfaglig fordypning vg1;SkriftligEksamen;5,00;64;0
2022/23;YFF4106;Yrkesfaglig fordypning vg1;SkriftligEksamen;3,18;1 415;0
2022/23;YFF4204;Yrkesfaglig fordypning vg2;SkriftligEksamen;3,00;114;0
2022/23;YFF4205;Yrkesfaglig fordypning vg2;SkriftligEksamen;2,50;31;0
2022/23;YFF4209;Yrkesfaglig fordypning vg2;SkriftligEksamen;3,57;1 181;0
2022/23;YRK3002;Yrkessjåførforskriften, § 16;SkriftligEksamen;-;2;0
2022/23;YRK3102;Yrkessjåførfaget, skriftlig;SkriftligEksamen;-;2;2
2023/24;AMB2005;Ambulansemedisin;SkriftligEksamen;-;15;0
2023/24;AMB2006;Kommunikasjon og samhandling;SkriftligEksamen;-;15;0
2023/24;AMB2007;Yrkesliv i ambulansefag;SkriftligEksamen;-;15;0
2023/24;AMB2008;Tverrfaglig eksamen ambulansefag;SkriftligEksamen;-;15;0
2023/24;AMK2004;Planlegging og kommunikasjon;SkriftligEksamen;-;9;0
2023/24;AMK2005;Reparasjon og vedlikehold;SkriftligEksamen;-;9;0
2023/24;AMK2006;Tverrfaglig eksamen arbeidsmaskiner;SkriftligEksamen;-;9;0
2023/24;ANL2004;Sikkerhetsopplæring av masseforflytningsmaskiner;SkriftligEksamen;3,50;49;0
2023/24;ANL2005;Grunnarbeider;SkriftligEksamen;-;48;0
2023/24;ANL2006;Drift og vedlikehold;SkriftligEksamen;2,00;48;0
2023/24;ANL2007;Tverrfaglig eksamen anleggsteknikk;SkriftligEksamen;-;47;0
2023/24;APO3005;Helseveiledning i apotek;SkriftligEksamen;-;15;0
2023/24;APO3006;Kommunikasjon og samhandling;SkriftligEksamen;-;15;0
2023/24;APO3007;Yrkesliv i apotekteknikkfaget;SkriftligEksamen;-;15;0
2023/24;APO3008;Tverrfaglig eksamen, apotekteknikk;SkriftligEksamen;-;15;0
2023/24;AUT2004;Automatiseringssystemer;SkriftligEksamen;-;34;0
2023/24;AUT2005;Elenergisystemer;SkriftligEksamen;-;34;0
2023/24;AUT2006;Tverrfaglig eksamen i automatisering;SkriftligEksamen;-;29;0
2023/24;AUT3005;Automatiseringssystemer;SkriftligEksamen;1,00;16;0
2023/24;AUT3006;Elenergisystemer;SkriftligEksamen;1,00;16;0
2023/24;AUT3007;Mekanisk arbeid;SkriftligEksamen;1,67;16;0
2023/24;AUT3103;Automatiseringsfaget, skriftlig;SkriftligEksamen;1,25;16;15
2023/24;BAT1005;Arbeidsmiljø og dokumentasjon;SkriftligEksamen;-;215;0
2023/24;BAT1006;Praktisk yrkesutøvelse;SkriftligEksamen;1,50;214;0
2023/24;BET3001;Betongfaget;SkriftligEksamen;-;2;0
2023/24;BETV104;Kundebehandling, etikk og samarbeid;SkriftligEksamen;-;1;0
2023/24;BLK2004;Karosseri- og lakkteknikk;SkriftligEksamen;-;12;0
2023/24;BLK2005;Dokumentasjon og kvalitet;SkriftligEksamen;-;12;0
2023/24;BLK2006;Tverrfaglig eksamen bilskade, lakk og karosseri;SkriftligEksamen;-;12;0
2023/24;BMO2001;Dokumentasjon og kommunikasjon;SkriftligEksamen;-;10;0
2023/24;BMO2002;Betong og mur;SkriftligEksamen;-;10;0
2023/24;BMO2003;Tverrfaglig eksamen betong og mur;SkriftligEksamen;-;10;0
2023/24;BTK3103;Bilfaget, tunge kjøretøy, skriftlig;SkriftligEksamen;-;1;1
2023/24;BUA2005;Pedagogisk arbeid;SkriftligEksamen;3,00;139;0
2023/24;BUA2006;Kommunikasjon og samhandling;SkriftligEksamen;3,33;139;0
2023/24;BUA2007;Yrkesliv i barne- og ungdomsarbeiderfag;SkriftligEksamen;2,33;139;0
2023/24;BUA2008;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;SkriftligEksamen;-;134;0
2023/24;CNC3011;CNC-maskineringsfaget;SkriftligEksamen;-;1;0
2023/24;DAN2010;Grunntrening i dans 1;SkriftligEksamen;-;9;0
2023/24;DAN2011;Grunntrening i dans 2;SkriftligEksamen;4,00;7;0
2023/24;DAN2012;Scenisk dans 1;SkriftligEksamen;-;9;0
2023/24;DAN2013;Scenisk dans 2;SkriftligEksamen;2,00;7;0
2023/24;DAN2014;Scenisk dans 3;SkriftligEksamen;2,00;7;0
2023/24;DAN2015;Dans i perspektiv 1;SkriftligEksamen;-;9;8
2023/24;DAN2017;Dans i perspektiv 2;SkriftligEksamen;-;7;7
2023/24;DAN3003;Scenisk dans fordypning 1;SkriftligEksamen;4,00;9;0
2023/24;DAN3004;Scenisk dans fordypning 2;SkriftligEksamen;-;7;0
2023/24;DEL2004;Elektroniske kretser og utstyr;SkriftligEksamen;2,00;31;0
2023/24;DEL2005;Data- og informasjonsteknologi;SkriftligEksamen;-;31;0
2023/24;DEL2006;Tverrfaglig eksamen datateknologi og elektronikk;SkriftligEksamen;2,00;30;0
2023/24;DRA2010;Teater og bevegelse 1;SkriftligEksamen;-;4;0
2023/24;DRA2011;Teater og bevegelse 2;SkriftligEksamen;3,75;14;0
2023/24;DRA2012;Teaterproduksjon 1;SkriftligEksamen;3,00;4;0
2023/24;DRA2013;Teaterproduksjon 2;SkriftligEksamen;4,00;14;0
2023/24;DRA2014;Teater i perspektiv 1;SkriftligEksamen;-;4;2
2023/24;DRA2016;Teater i perspektiv 2;SkriftligEksamen;3,33;14;7
2023/24;DRA2018;Drama og samfunn;SkriftligEksamen;-;14;5
2023/24;DRA3003;Teaterproduksjon fordypning 1;SkriftligEksamen;-;4;0
2023/24;DRA3004;Teaterproduksjon fordypning 2;SkriftligEksamen;4,00;13;0
2023/24;ELE1006;Elektroniske kretser og nettverk;SkriftligEksamen;4,60;202;0
2023/24;ELE1007;Energi og styresystemer;SkriftligEksamen;4,00;202;0
2023/24;ELE2005;Elenergi og styresystemer;SkriftligEksamen;4,00;109;0
2023/24;ELE2006;Elektronisk kommunikasjon;SkriftligEksamen;4,00;109;0
2023/24;ELE2007;Tverrfaglig eksamen elenergi og ekom;SkriftligEksamen;-;106;0
2023/24;ELE3103;Elektrikerfaget, skriftlig;SkriftligEksamen;3,50;16;16
2023/24;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;SkriftligEksamen;3,47;1 505;149
2023/24;ENG1008;Engelsk vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;3,67;14;0
2023/24;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;SkriftligEksamen;3,24;1 539;121
2023/24;ENG1010;Engelsk vg1 yrkesfaglige utdanningsprogram, muntlig;SkriftligEksamen;-;7;0
2023/24;ENGMO01;Engelsk vg1 Montessori;SkriftligEksamen;-;1;0
2023/24;FBI1001;Produktutvikling og produksjon;SkriftligEksamen;-;72;0
2023/24;FBI1002;Kommunikasjon, kunde og arbeidsliv;SkriftligEksamen;-;72;0
2023/24;FRI2004;Kommunikasjon, klipp og frisyreforming;SkriftligEksamen;5,00;29;0
2023/24;FRI2005;Hår, farge og strukturendring;SkriftligEksamen;-;29;0
2023/24;FRI2006;Tverrfaglig eksamen frisør;SkriftligEksamen;-;21;0
2023/24;FSP5090;Russisk II, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6139;Finsk I;SkriftligEksamen;2,00;26;0
2023/24;FSP6148;Fransk I, 1. år;SkriftligEksamen;-;64;0
2023/24;FSP6149;Fransk I;SkriftligEksamen;2,80;73;21
2023/24;FSP6151;Fransk II, 1. år;SkriftligEksamen;3,50;132;0
2023/24;FSP6152;Fransk II;SkriftligEksamen;3,38;114;41
2023/24;FSP6156;Fransk I+II;SkriftligEksamen;-;4;0
2023/24;FSP6209;Russisk I;SkriftligEksamen;-;1;0
2023/24;FSP6210;Russisk I, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6212;Russisk II;SkriftligEksamen;-;4;0
2023/24;FSP6213;Russisk II, muntlig;SkriftligEksamen;-;3;0
2023/24;FSP6218;Spansk I, 1. år;SkriftligEksamen;3,00;224;0
2023/24;FSP6219;Spansk I;SkriftligEksamen;2,92;199;41
2023/24;FSP6220;Spansk I, muntlig;SkriftligEksamen;-;4;0
2023/24;FSP6221;Spansk II, 1. år;SkriftligEksamen;4,50;403;0
2023/24;FSP6222;Spansk II;SkriftligEksamen;3,60;318;87
2023/24;FSP6223;Spansk II, muntlig;SkriftligEksamen;-;6;0
2023/24;FSP6224;Spansk I+II, 1. år;SkriftligEksamen;4,00;30;0
2023/24;FSP6225;Spansk I+II, 2. år;SkriftligEksamen;1,75;60;0
2023/24;FSP6226;Spansk I+II;SkriftligEksamen;3,17;57;17
2023/24;FSP6227;Spansk I+II, muntlig;SkriftligEksamen;-;5;0
2023/24;FSP6228;Tegnspråk I, 1. år;SkriftligEksamen;-;16;0
2023/24;FSP6229;Tegnspråk I;SkriftligEksamen;3,33;11;0
2023/24;FSP6232;Tegnspråk II;SkriftligEksamen;-;1;0
2023/24;FSP6233;Tegnspråk II, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6234;Tegnspråk I+II, 1. år;SkriftligEksamen;2,00;15;0
2023/24;FSP6235;Tegnspråk I+II, 2. år;SkriftligEksamen;1,50;8;0
2023/24;FSP6236;Tegnspråk I+II;SkriftligEksamen;2,92;15;3
2023/24;FSP6238;Tysk I, 1. år;SkriftligEksamen;2,50;310;0
2023/24;FSP6239;Tysk I;SkriftligEksamen;3,48;258;62
2023/24;FSP6240;Tysk I, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6241;Tysk II, 1. år;SkriftligEksamen;3,50;250;0
2023/24;FSP6242;Tysk II;SkriftligEksamen;3,13;234;59
2023/24;FSP6243;Tysk II, muntlig;SkriftligEksamen;-;9;0
2023/24;FSP6244;Tysk I+II, 1. år;SkriftligEksamen;2,67;140;0
2023/24;FSP6245;Tysk I+II, 2. år;SkriftligEksamen;1,67;98;0
2023/24;FSP6246;Tysk I+II;SkriftligEksamen;2,88;86;29
2023/24;FSP6247;Tysk I+II, muntlig;SkriftligEksamen;-;12;0
2023/24;FSP6249;Albansk I;SkriftligEksamen;-;2;0
2023/24;FSP6250;Albansk I, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6252;Albansk II;SkriftligEksamen;-;1;0
2023/24;FSP6253;Albansk II, muntlig;SkriftligEksamen;-;2;0
2023/24;FSP6259;Arabisk I;SkriftligEksamen;-;2;0
2023/24;FSP6260;Arabisk I, muntlig;SkriftligEksamen;-;2;0
2023/24;FSP6262;Arabisk II;SkriftligEksamen;1,67;20;0
2023/24;FSP6263;Arabisk II, muntlig;SkriftligEksamen;1,67;20;0
2023/24;FSP6272;Bosnisk II;SkriftligEksamen;-;2;0
2023/24;FSP6273;Bosnisk II, muntlig;SkriftligEksamen;-;2;0
2023/24;FSP6289;Kinesisk I;SkriftligEksamen;-;1;0
2023/24;FSP6309;Kurdisk (sorani) I;SkriftligEksamen;-;1;0
2023/24;FSP6310;Kurdisk (sorani) I, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6312;Kurdisk (sorani) II;SkriftligEksamen;-;3;0
2023/24;FSP6313;Kurdisk (sorani) II, muntlig;SkriftligEksamen;-;3;0
2023/24;FSP6329;Polsk I;SkriftligEksamen;-;1;0
2023/24;FSP6330;Polsk I, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6332;Polsk II;SkriftligEksamen;3,00;5;0
2023/24;FSP6333;Polsk II, muntlig;SkriftligEksamen;-;5;0
2023/24;FSP6339;Somali I;SkriftligEksamen;-;2;0
2023/24;FSP6340;Somali I, muntlig;SkriftligEksamen;-;3;0
2023/24;FSP6342;Somali II;SkriftligEksamen;-;1;0
2023/24;FSP6343;Somali II, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6362;Tyrkisk II;SkriftligEksamen;-;5;1
2023/24;FSP6363;Tyrkisk II, muntlig;SkriftligEksamen;-;5;0
2023/24;FSP6469;Panjabi I;SkriftligEksamen;-;2;0
2023/24;FSP6470;Panjabi I, muntlig;SkriftligEksamen;-;2;0
2023/24;FSP6472;Panjabi II;SkriftligEksamen;-;1;0
2023/24;FSP6473;Panjabi II, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6489;Portugisisk I;SkriftligEksamen;-;1;0
2023/24;FSP6490;Portugisisk I, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6502;Tigrinja II;SkriftligEksamen;-;2;0
2023/24;FSP6503;Tigrinja II, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6532;Litauisk II;SkriftligEksamen;-;1;0
2023/24;FSP6533;Litauisk II, muntlig;SkriftligEksamen;-;1;0
2023/24;FSP6549;Serbisk I;SkriftligEksamen;-;1;0
2023/24;FSP6582;Ukrainsk II;SkriftligEksamen;-;2;0
2023/24;FSP6583;Ukrainsk II, muntlig;SkriftligEksamen;-;2;0
2023/24;GEO1003;Geografi;SkriftligEksamen;3,28;1 490;0
2023/24;GEOMO01;Geografi Montessori;SkriftligEksamen;-;1;0
2023/24;HDF2001;Dyrelære og aktivitet;SkriftligEksamen;3,50;26;0
2023/24;HDF2002;Drift og entreprenørskap;SkriftligEksamen;3,00;26;0
2023/24;HDF2003;Tverrfaglig eksamen heste- og dyrefag;SkriftligEksamen;3,50;24;0
2023/24;HEA2005;Helsefremmende arbeid;SkriftligEksamen;2,00;155;0
2023/24;HEA2006;Kommunikasjon og samhandling;SkriftligEksamen;2,25;155;0
2023/24;HEA2007;Yrkesliv i helsearbeiderfag;SkriftligEksamen;2,00;155;0
2023/24;HEA2008;Tverrfaglig eksamen helsearbeiderfag;SkriftligEksamen;3,00;144;0
2023/24;HES2005;Helse og sykdom;SkriftligEksamen;-;37;0
2023/24;HES2006;Kommunikasjon og samhandling;SkriftligEksamen;-;37;0
2023/24;HES2007;Yrkesliv i helseservicefag;SkriftligEksamen;5,00;37;0
2023/24;HES2008;Tverrfaglig eksamen helseservicefag;SkriftligEksamen;-;31;0
2023/24;HIS1009;Historie vg2 studieforberedende utdanningsprogram;SkriftligEksamen;3,04;1 448;0
2023/24;HIS1010;Historie Vg3 studieforberedende utdanningsprogram;SkriftligEksamen;3,47;1 479;0
2023/24;HIS1011;Historie Vg3 påbygging til generell studiekompetanse;SkriftligEksamen;2,64;467;0
2023/24;HSE3005;Helse og sykdom;SkriftligEksamen;-;14;0
2023/24;HSE3006;Kommunikasjon og samhandling;SkriftligEksamen;-;14;0
2023/24;HSE3007;Yrkesliv i helsesekretærfaget;SkriftligEksamen;-;14;0
2023/24;HSE3008;Tverrfaglig eksamen, helsesekretær;SkriftligEksamen;-;13;0
2023/24;HSF1006;Helsefremmende arbeid;SkriftligEksamen;2,88;424;0
2023/24;HSF1007;Kommunikasjon og samhandling;SkriftligEksamen;3,12;423;0
2023/24;HSF1008;Yrkesliv i helse- og oppvekstfag;SkriftligEksamen;3,92;424;0
2023/24;IBA2010;English B HL;SkriftligEksamen;-;12;0
2023/24;IBA2016;English A language and literature HL;SkriftligEksamen;-;22;0
2023/24;IBA2018;English A language and literature SL;SkriftligEksamen;-;13;0
2023/24;IBA2025;Theory of Knowledge;SkriftligEksamen;-;40;0
2023/24;IBA2030;History HL;SkriftligEksamen;-;16;0
2023/24;IBA2035;History SL;SkriftligEksamen;-;21;0
2023/24;IBA2040;Biology HL;SkriftligEksamen;-;9;0
2023/24;IBA2045;Biology SL;SkriftligEksamen;-;22;0
2023/24;IBA2050;Chemistry HL;SkriftligEksamen;-;14;0
2023/24;IBA2055;Chemistry SL;SkriftligEksamen;-;11;0
2023/24;IBA2060;Physics HL;SkriftligEksamen;-;7;0
2023/24;IBA2065;Physics SL;SkriftligEksamen;-;19;0
2023/24;IBA2080;Economics HL;SkriftligEksamen;-;18;0
2023/24;IBA2085;Economics SL;SkriftligEksamen;-;9;0
2023/24;IBA2100;Creativity/Action/Service;SkriftligEksamen;-;40;0
2023/24;IBA2120;French B HL;SkriftligEksamen;-;1;0
2023/24;IBA2125;French B SL;SkriftligEksamen;-;1;0
2023/24;IBA2210;Norwegian B HL;SkriftligEksamen;-;18;0
2023/24;IBA2226;Norwegian A literature HL;SkriftligEksamen;-;16;0
2023/24;IBA2228;Norwegian A literature SL;SkriftligEksamen;-;16;0
2023/24;IBA2365;Psychology SL;SkriftligEksamen;-;15;0
2023/24;IBA2370;Spanish B HL;SkriftligEksamen;-;1;0
2023/24;IBA2375;Spanish B SL;SkriftligEksamen;-;3;0
2023/24;IBA2435;German ab initio SL;SkriftligEksamen;-;1;0
2023/24;IBA2570;Mathematics AA HL;SkriftligEksamen;-;14;0
2023/24;IBA2575;Mathematics AA SL;SkriftligEksamen;-;17;0
2023/24;IBA2585;Mathematics AI SL;SkriftligEksamen;-;27;0
2023/24;IBA4010;English B HL;SkriftligEksamen;-;13;0
2023/24;IBA4016;English A language and literature HL;SkriftligEksamen;-;8;0
2023/24;IBA4018;English A language and literature SL;SkriftligEksamen;-;5;0
2023/24;IBA4025;Theory of knowledge;SkriftligEksamen;-;26;0
2023/24;IBA4030;History HL;SkriftligEksamen;-;8;0
2023/24;IBA4035;History SL;SkriftligEksamen;-;11;0
2023/24;IBA4040;Biology HL;SkriftligEksamen;-;7;0
2023/24;IBA4045;Biology SL;SkriftligEksamen;-;2;0
2023/24;IBA4050;Chemistry HL;SkriftligEksamen;-;5;0
2023/24;IBA4055;Chemistry SL;SkriftligEksamen;-;9;0
2023/24;IBA4060;Physics HL;SkriftligEksamen;-;3;0
2023/24;IBA4065;Physics SL;SkriftligEksamen;-;5;0
2023/24;IBA4080;Economics HL;SkriftligEksamen;-;12;0
2023/24;IBA4085;Economics SL;SkriftligEksamen;-;9;0
2023/24;IBA4100;Creativity/Action/Service;SkriftligEksamen;-;26;0
2023/24;IBA4210;Norwegian B HL;SkriftligEksamen;-;7;0
2023/24;IBA4226;Norwegian A literature HL;SkriftligEksamen;-;9;0
2023/24;IBA4228;Norwegian A literature SL;SkriftligEksamen;-;11;0
2023/24;IBA4465;Environmental systems and societies SL;SkriftligEksamen;-;7;0
2023/24;IBA4580;Mathematics AI HL;SkriftligEksamen;-;8;0
2023/24;IBA4585;Mathematics AI SL;SkriftligEksamen;-;19;0
2023/24;IDR2018;Aktivitetslære 1;SkriftligEksamen;3,67;202;0
2023/24;IDR2019;Aktivitetslære 2;SkriftligEksamen;3,40;202;0
2023/24;IDR2020;Aktivitetslære 3;SkriftligEksamen;3,17;193;0
2023/24;IDR2021;Idrett og samfunn vg2;SkriftligEksamen;3,18;199;0
2023/24;IDR2022;Idrett og samfunn Vg3;SkriftligEksamen;3,35;193;0
2023/24;IDR2023;Treningsledelse 1;SkriftligEksamen;3,37;199;0
2023/24;IDR2024;Treningsledelse 2;SkriftligEksamen;3,27;193;0
2023/24;IDR2025;Treningslære 1 vg1;SkriftligEksamen;4,00;202;0
